file_name,actual_class,group_name,score bobcat,score deer,score human,score nothing,score rabbit,score skunk,score squirrel
bobcat/LowerTrailCamera_EK000025.JPG,bobcat,1,0.063086934,0.8442239,0.0006837349,0.009153241,0.0179828,0.06463929,0.00023006891
bobcat/LowerTrailCamera_EK000026.JPG,bobcat,1,0.043844182,0.79763854,0.000328181,0.009381249,0.11056117,0.038125288,0.00012142391
bobcat/LowerTrailCamera_EK000027.JPG,bobcat,1,0.16227694,0.5687003,0.0021226571,0.10158402,0.13747835,0.027563557,0.0002741909
bobcat/LowerTrailCamera_EK000454.JPG,bobcat,15,1.0,4.0169026e-10,2.5100404e-09,5.1361266e-11,6.056663e-11,2.7923078e-12,7.682004e-13
bobcat/LowerTrailCamera_EK000455.JPG,bobcat,15,0.9999994,9.977686e-08,1.8726138e-07,8.2463984e-08,2.2784849e-07,2.0366468e-08,5.3560284e-10
bobcat/LowerTrailCamera_EK000456.JPG,bobcat,15,0.99991655,1.1903927e-06,1.4710938e-05,4.2497577e-05,2.223638e-05,1.8393154e-06,9.688517e-07
bobcat/LowerTrailCamera_EK000712.JPG,bobcat,22,0.9999989,5.318175e-07,2.3525108e-07,8.8767884e-08,2.3076605e-07,1.3947725e-09,5.4977143e-09
bobcat/LowerTrailCamera_EK000713.JPG,bobcat,22,0.9999815,1.084032e-05,4.104422e-06,1.4380647e-07,3.0524493e-06,6.4584826e-09,3.2546325e-07
bobcat/LowerTrailCamera_EK000714.JPG,bobcat,22,0.8574164,0.024129864,1.525824e-06,6.1573337e-06,0.118445106,4.3230895e-07,4.5824206e-07
bobcat/LowerTrailCamera_EK000925.JPG,bobcat,25,0.0066010575,7.3051815e-08,3.8752282e-07,2.5229054e-05,0.9933215,4.625964e-05,5.462981e-06
bobcat/LowerTrailCamera_EK000926.JPG,bobcat,25,0.0066315695,8.274281e-07,1.485117e-06,0.00017788295,0.9919911,0.0011638644,3.3203145e-05
bobcat/LowerTrailCamera_EK000927.JPG,bobcat,25,0.8645757,4.0696405e-06,3.5134573e-07,1.56563e-05,0.13443695,0.0009647918,2.5621268e-06
bobcat/LowerTrailCamera_EK001495.JPG,bobcat,35,0.43916747,0.0081665665,0.00029710992,0.024086578,0.5236791,0.0020936967,0.002509488
bobcat/LowerTrailCamera_EK001496.JPG,bobcat,35,0.96681297,0.0028759015,4.051762e-06,3.4143624e-05,0.030235626,2.6460853e-05,1.0916143e-05
bobcat/LowerTrailCamera_EK001497.JPG,bobcat,35,0.99379504,0.0056277355,7.3119094e-07,3.2065166e-06,0.0005714294,7.1589574e-07,1.0843228e-06
bobcat/LowerTrailCamera_EK001630.JPG,bobcat,38,0.969232,0.00030457965,2.2102171e-05,0.0015081827,0.028741544,0.00010921681,8.24146e-05
bobcat/LowerTrailCamera_EK001631.JPG,bobcat,38,0.026021266,0.015254122,4.1538738e-06,0.00021891108,0.9424377,0.015842345,0.00022151564
bobcat/LowerTrailCamera_EK001632.JPG,bobcat,38,0.93056667,0.0002298071,7.760136e-05,0.0013470212,0.06705625,0.00011241862,0.00061028596
bobcat/LowerTrailCamera_EK002077.JPG,bobcat,46,0.9775288,0.001955504,0.00479558,0.004968381,0.0036904884,0.002851904,0.004209322
bobcat/LowerTrailCamera_EK002078.JPG,bobcat,46,0.0052144355,0.046096228,0.018099334,0.06754093,0.006830572,1.7629181e-05,0.85620093
bobcat/LowerTrailCamera_EK002079.JPG,bobcat,46,0.010157052,0.07674164,0.0336946,0.39520335,0.0535554,4.323893e-05,0.43060467
bobcat/LowerTrailCamera_EK002170.JPG,bobcat,48,0.99925035,0.00010936524,5.011185e-05,5.901545e-05,5.406367e-05,0.00047533034,1.7270535e-06
bobcat/LowerTrailCamera_EK002171.JPG,bobcat,48,0.71856964,0.0036213968,0.0005403136,0.0073310803,0.059579097,0.2101838,0.00017463148
bobcat/LowerTrailCamera_EK002172.JPG,bobcat,48,0.99867684,0.00045167338,5.7600657e-05,0.00011700593,0.0005877615,0.00010461751,4.454131e-06
bobcat/LowerTrailCamera_EK002251.JPG,bobcat,50,0.78663826,0.0006466487,0.005724771,3.9061215e-05,3.832927e-05,1.5316947e-06,0.20691137
bobcat/LowerTrailCamera_EK002252.JPG,bobcat,50,0.99999344,1.1802786e-06,5.3675685e-06,9.629464e-10,3.354015e-08,7.044179e-10,7.169621e-09
bobcat/LowerTrailCamera_EK002253.JPG,bobcat,50,0.9997147,1.284091e-06,0.00027778538,4.14031e-07,1.7897675e-07,7.708562e-09,5.680906e-06
bobcat/LowerTrailCamera_EK003172.JPG,bobcat,61,0.9999851,3.8341545e-07,7.734077e-06,9.1122973e-07,4.7972e-06,3.7675507e-09,1.0598835e-06
bobcat/LowerTrailCamera_EK003173.JPG,bobcat,61,0.99998105,8.950312e-06,5.0278622e-06,7.494133e-07,9.849142e-07,1.2761285e-09,3.313897e-06
bobcat/LowerTrailCamera_EK003174.JPG,bobcat,61,1.0,2.3223654e-08,9.853209e-09,4.847112e-10,6.0550063e-09,1.3479508e-12,2.073016e-10
bobcat/LowerTrailCamera_EK003316.JPG,bobcat,66,0.99998915,1.8312494e-07,2.7992396e-06,6.1608705e-07,5.7761804e-06,1.1208961e-08,1.3212374e-06
