file_name,actual_class,group_name,score bobcat,score deer,score human,score nothing,score rabbit,score skunk,score squirrel
bobcat/LowerTrailCamera_EK000265.JPG,bobcat,6,0.9999739,1.05488255e-07,1.1135369e-06,1.2410834e-06,2.2807815e-05,8.65963e-09,7.702778e-07
bobcat/LowerTrailCamera_EK000266.JPG,bobcat,6,0.9999995,5.575514e-09,3.4167047e-07,7.551851e-08,6.5418675e-08,8.584e-11,8.980809e-09
bobcat/LowerTrailCamera_EK000394.JPG,bobcat,13,0.9999994,4.6569565e-07,1.1873874e-07,1.1440776e-08,1.1389264e-08,2.212768e-11,1.648036e-10
bobcat/LowerTrailCamera_EK000395.JPG,bobcat,13,0.99999964,2.5255028e-07,1.00916445e-07,4.6086885e-09,1.2302126e-08,4.32093e-10,6.40197e-10
bobcat/LowerTrailCamera_EK000396.JPG,bobcat,13,0.99999964,1.100577e-07,1.2715664e-07,3.5561413e-08,1.605664e-07,1.0516622e-09,1.3463028e-09
bobcat/LowerTrailCamera_EK000538.JPG,bobcat,20,0.9999081,2.4231093e-07,2.4312136e-05,4.4793855e-05,1.4257814e-05,7.929178e-06,3.3406303e-07
bobcat/LowerTrailCamera_EK000539.JPG,bobcat,20,0.9999999,1.1063646e-08,9.154346e-09,1.820316e-08,1.3384633e-07,1.4131779e-10,2.0630322e-10
bobcat/LowerTrailCamera_EK000540.JPG,bobcat,20,0.99999964,4.140455e-09,1.29369555e-08,6.677693e-08,2.944081e-07,1.3541543e-10,9.897804e-10
bobcat/LowerTrailCamera_EK001276.JPG,bobcat,33,0.1087733,0.031876925,0.0125120105,0.043106955,0.8026633,0.0010041748,6.3204745e-05
bobcat/LowerTrailCamera_EK001277.JPG,bobcat,33,0.7791939,0.0028537356,0.0011453473,0.015016537,0.20165505,2.7482225e-05,0.00010794104
bobcat/LowerTrailCamera_EK001278.JPG,bobcat,33,0.6409293,0.00056047103,0.0014568636,0.01389586,0.34284264,0.000112266775,0.00020267308
bobcat/LowerTrailCamera_EK001753.JPG,bobcat,39,0.9999728,6.304282e-09,3.3628662e-06,1.703792e-06,3.491656e-06,1.562257e-05,2.9507548e-06
bobcat/LowerTrailCamera_EK001754.JPG,bobcat,39,0.9999999,3.743695e-09,6.607719e-08,2.3679753e-08,1.3078418e-09,1.0976894e-09,7.6498724e-11
bobcat/LowerTrailCamera_EK001755.JPG,bobcat,39,0.99802315,5.004942e-06,0.0001238784,0.00010603503,0.0017383868,2.6495158e-07,3.4141285e-06
bobcat/LowerTrailCamera_EK001765.JPG,bobcat,40,0.65495986,0.00011607872,0.000105961255,0.071470216,0.27141985,0.001877542,5.045994e-05
bobcat/LowerTrailCamera_EK001766.JPG,bobcat,40,0.8053842,0.003232898,0.00019638806,0.043286808,0.12700422,0.020813674,8.1766535e-05
bobcat/LowerTrailCamera_EK001767.JPG,bobcat,40,0.9434422,7.9800404e-05,1.177605e-05,0.0021797356,0.054213945,6.616582e-05,6.3265416e-06
bobcat/LowerTrailCamera_EK001771.JPG,bobcat,41,0.97528005,0.005626585,0.002121856,0.00018055366,0.015010789,8.743678e-07,0.0017792302
bobcat/LowerTrailCamera_EK001772.JPG,bobcat,41,0.9999974,3.5171428e-07,1.8957727e-06,6.2898835e-08,2.9476055e-07,3.070421e-10,5.619938e-09
bobcat/LowerTrailCamera_EK001773.JPG,bobcat,41,0.9993436,0.00021321725,0.00041335373,3.1959717e-06,2.5676058e-05,1.934178e-08,9.16458e-07
bobcat/LowerTrailCamera_EK001774.JPG,bobcat,42,0.004354408,0.25281507,0.3064709,0.0054562087,0.0010730012,4.883628e-06,0.42982554
bobcat/LowerTrailCamera_EK001775.JPG,bobcat,42,0.00097212073,0.001785187,0.11094416,0.00399065,3.526734e-05,2.2942363e-06,0.88227034
bobcat/LowerTrailCamera_EK001776.JPG,bobcat,42,0.0009792971,0.0012321168,0.052108932,0.01064455,0.00044554108,5.178009e-06,0.93458426
bobcat/LowerTrailCamera_EK002233.JPG,bobcat,49,0.99868816,1.1151229e-07,2.0532455e-06,8.815992e-06,0.00023178045,0.0010689502,1.9634916e-07
bobcat/LowerTrailCamera_EK002234.JPG,bobcat,49,0.99980706,1.5930318e-07,1.2801664e-07,6.3276485e-07,0.00016757607,2.4493518e-05,3.860691e-09
bobcat/LowerTrailCamera_EK002235.JPG,bobcat,49,0.9999832,1.4086972e-07,4.827252e-07,7.599163e-08,1.3162838e-05,2.9084033e-06,2.1141171e-10
bobcat/LowerTrailCamera_EK002341.JPG,bobcat,53,0.9999826,2.3188869e-07,7.927908e-06,3.3222561e-06,1.7516678e-06,1.0896336e-08,4.1762005e-06
bobcat/LowerTrailCamera_EK002342.JPG,bobcat,53,0.99999917,4.454099e-08,8.2620113e-07,3.1417322e-08,1.3747035e-08,5.7229322e-11,1.0224154e-08
bobcat/LowerTrailCamera_EK002343.JPG,bobcat,53,0.9999789,1.4544916e-06,1.8171013e-05,1.05531e-06,3.8853057e-07,3.7886033e-10,8.549491e-08
bobcat/LowerTrailCamera_EK002860.JPG,bobcat,58,0.9999871,4.611144e-06,7.265211e-06,6.150227e-07,3.4614334e-07,6.118241e-10,2.6251428e-09
